graph_id,num_nodes
0,26
1,26
2,26
3,26
4,26
5,26
6,26
7,26
8,26
9,26
10,26
11,26
12,26
13,26
14,26
15,26
16,26
17,26
18,26
19,26
20,26
21,26
22,26
23,26
24,26
25,26
26,26
27,26
28,26
29,26
30,25
31,25
32,25
33,25
34,25
35,25
36,25
37,25
38,25
39,25
40,25
41,25
42,25
43,25
44,25
45,25
46,25
47,25
48,25
49,25
50,25
51,25
52,25
53,25
54,25
55,25
56,25
57,25
58,25
59,25
60,26
61,26
62,26
63,26
64,26
65,26
66,26
67,26
68,26
69,26
70,26
71,26
72,26
73,26
74,26
75,26
76,26
77,26
78,26
79,26
80,26
81,26
82,26
83,26
84,26
85,26
86,26
87,26
88,26
89,26
90,26
91,26
92,26
93,26
94,26
95,26
96,26
97,26
98,26
99,26
100,26
101,26
102,26
103,26
104,26
105,26
106,26
107,26
108,26
109,26
110,26
111,26
112,26
113,26
114,26
115,26
116,26
117,26
118,25
119,25
120,25
121,25
122,25
123,25
124,25
125,25
126,25
127,25
128,25
129,25
130,25
131,25
132,25
133,25
134,25
135,25
136,25
137,25
138,25
139,25
140,25
141,25
142,25
143,25
144,25
145,25
146,25
147,25
148,25
149,25
150,25
151,25
152,25
153,25
154,25
155,25
156,25
157,25
158,25
159,25
160,26
161,26
162,26
163,26
164,26
165,26
166,26
167,26
168,26
169,26
170,26
171,26
172,26
173,26
174,25
175,25
176,25
177,25
178,25
179,25
180,25
181,25
182,25
183,25
184,25
185,25
186,25
187,25
188,25
189,25
190,27
191,27
192,27
193,27
194,27
195,27
196,27
197,27
198,27
199,27
200,27
201,27
202,27
203,27
204,27
205,27
206,25
207,25
208,25
209,25
210,25
211,25
212,25
213,25
214,25
215,25
216,25
217,25
218,25
219,25
220,25
221,25
222,25
223,25
224,25
225,25
226,25
227,25
228,25
229,25
230,25
231,25
232,25
233,25
234,25
235,25
236,27
237,27
238,27
239,27
240,27
241,27
242,27
243,27
244,27
245,27
246,27
247,27
248,27
249,27
250,25
251,25
252,25
253,25
254,25
255,25
256,25
257,25
258,25
259,25
260,25
261,25
262,25
263,25
264,27
265,27
266,27
267,27
268,27
269,27
270,27
271,27
272,27
273,27
274,27
275,27
276,27
277,27
278,27
279,27
280,26
281,26
282,26
283,26
284,26
285,26
286,26
287,26
288,26
289,26
290,26
291,26
292,26
293,26
294,26
295,26
296,26
297,26
298,26
299,26
300,26
301,26
302,26
303,26
304,26
305,26
306,26
307,26
308,26
309,26
310,26
311,26
312,26
313,26
314,26
315,26
316,26
317,26
318,26
319,26
320,26
321,26
322,27
323,27
324,27
325,27
326,27
327,27
328,27
329,27
330,27
331,27
332,27
333,27
334,27
335,27
336,25
337,25
338,25
339,25
340,25
341,25
342,25
343,25
344,25
345,25
346,25
347,25
348,25
349,25
350,25
351,25
352,25
353,25
354,25
355,25
356,25
357,25
358,25
359,25
360,25
361,25
362,25
363,25
364,25
365,25
366,25
367,27
368,27
369,27
370,27
371,27
372,27
373,27
374,27
375,27
376,27
377,27
378,27
379,27
380,27
381,27
382,25
383,25
384,25
385,25
386,25
387,25
388,25
389,25
390,25
391,25
392,25
393,25
394,25
395,25
396,25
397,25
398,25
399,25
400,25
401,25
402,25
403,25
404,25
405,25
406,25
407,25
408,25
409,25
410,25
411,25
412,25
413,25
414,25
415,25
416,25
417,25
418,25
419,25
420,25
421,25
422,25
423,25
424,25
425,25
426,25
427,25
428,25
429,25
430,25
431,25
432,25
433,25
434,25
435,25
436,25
437,25
438,27
439,27
440,27
441,27
442,27
443,27
444,27
445,27
446,27
447,27
448,27
449,27
450,27
451,27
452,27
453,27
454,27
455,27
456,27
457,27
458,27
459,27
460,27
461,27
462,27
463,27
464,27
465,26
466,26
467,26
468,26
469,26
470,26
471,26
472,26
473,26
474,26
475,26
476,26
477,26
478,26
479,26
480,26
481,25
482,25
483,25
484,25
485,25
486,25
487,25
488,25
489,25
490,25
491,25
492,25
493,25
494,25
495,25
496,25
497,25
498,25
499,25
500,25
501,25
502,25
503,25
504,25
505,25
506,25
507,25
508,26
509,26
510,26
511,26
512,26
513,26
514,26
515,26
516,26
517,26
518,26
519,26
520,26
521,26
522,26
523,26
524,26
525,26
526,26
527,26
528,26
529,26
530,26
531,26
532,26
533,26
534,26
535,26
536,26
537,26
538,26
539,26
540,26
541,26
542,26
543,26
544,26
545,26
546,26
547,26
548,26
549,26
550,26
551,26
552,27
553,27
554,27
555,27
556,27
557,27
558,27
559,27
560,27
561,27
562,27
563,27
564,27
565,27
566,27
567,27
568,27
569,27
570,27
571,27
572,27
573,27
574,27
575,27
576,27
577,27
578,27
579,27
580,27
581,27
582,27
583,27
584,27
585,27
586,27
587,27
588,27
589,27
590,27
591,27
592,27
593,27
594,27
595,27
596,27
597,27
598,27
599,27
600,27
601,27
602,27
603,27
604,27
605,27
606,27
607,27
608,27
609,27
610,27
611,27
612,27
613,27
614,27
615,27
616,27
617,27
618,27
619,27
620,27
621,27
622,27
623,27
624,26
625,26
626,26
627,26
628,26
629,26
630,26
631,26
632,26
633,26
634,26
635,26
636,26
637,26
638,26
639,26
640,25
641,25
642,25
643,25
644,25
645,25
646,25
647,25
648,25
649,25
650,25
651,25
652,25
653,25
654,25
655,25
656,25
657,25
658,25
659,25
660,25
661,25
662,25
663,25
664,25
665,25
666,25
667,25
668,25
669,25
670,25
671,25
672,25
673,25
674,25
675,25
676,25
677,25
678,25
679,25
680,25
681,25
682,26
683,26
684,26
685,26
686,26
687,26
688,26
689,26
690,26
691,26
692,26
693,26
694,26
695,26
696,27
697,27
698,27
699,27
700,27
701,27
702,27
703,27
704,27
705,27
706,27
707,27
708,27
709,27
710,27
711,27
712,26
713,26
714,26
715,26
716,26
717,26
718,26
719,26
720,26
721,26
722,26
723,26
724,26
725,26
726,26
727,26
728,26
729,26
730,26
731,26
732,26
733,26
734,26
735,26
736,26
737,26
738,26
739,26
740,26
741,26
742,26
743,26
744,26
745,26
746,26
747,26
748,26
749,26
750,26
751,26
752,26
753,26
754,26
755,26
756,26
757,26
758,26
759,26
760,26
761,26
762,26
763,26
764,26
765,26
766,26
767,26
768,26
769,27
770,27
771,27
772,27
773,27
774,27
775,27
776,27
777,27
778,27
779,27
780,27
781,27
782,27
783,26
784,26
785,26
786,26
787,26
788,26
789,26
790,26
791,26
792,26
793,26
794,26
795,26
796,26
797,26
798,26
799,26
800,26
801,26
802,26
803,26
804,26
805,26
806,26
807,26
808,26
809,26
810,26
811,26
812,26
813,26
814,26
815,26
816,26
